name,gender
imtiyaz,m
sujeet,m
tek,m
mallik,f
arsh,m
jafrul,m
rihaan,m
julficar,m
durgesh,f
zenab,f
sifa,f
rajpal,m
evan,f
sarda,f
anshika,f
munia,f
dhurv,m
jaffar,m
pulita,f
israil,m
mohardi,m
swetna,f
shivnath,m
bhanweri,f
bashudev,m
satendra,m
jamad,m
chirag,m
kajol,f
baljeet,m
alkesh,f
devid,m
salama,f
lakshmi,f
kamini,f
jitendra,m
shan,m
swatri,f
roopali,f
sundri,f
nasibu,f
shambu,m
abhisek,m
nihalchand,m
mehboob,m
mamata,f
gunja,f
noni,f
dharmvir,m
mansa,f
laxmikant,m
brijesh,m
jaideep,m
udi,f
sunaki,f
nooralha,m
umar,m
jenab,f
tapan,m
prinka,f
rabiya,f
khusaboo,m
gurbax,m
harana,f
khemchand,m
sheikhsai,m
anam,f
sagufta,f
abhishekh,m
nila,f
shampa,f
faimuddin,f
mukish,m
irfa,f
mema,f
jameer,m
naushad,m
rupesh,m
harpal,m
sidh,m
inderjit,m
chandrakala,f
laukush,m
harendra,m
panchuri,f
sunhara,f
wakar,m
sandeep,f
kamal,f
manlisa,f
sayada,f
elvis,f
sabhya,f
sakina,f
digamber,m
viccky,m
reyaz,m
adityalok,m
nandita,f
arzoo,f
rashab,m
bimlesh,f
binita,f
muni,f
hajari,f
dhreej,m
aanand,m
pinku,f
aashish,m
abul,m
riyajudin,m
sahnara,f
jagir,m
chitrangan,m
sangeta,f
anja,f
nikki,f
harpreet,m
muqhtar,m
haseef,m
hasina,m
chotti,f
nafisa,f
jaichand,m
tasnim,f
reddy,m
dharamvir,m
khushbhu,f
jinat,f
shah,m
youraj,m
bharati,f
aradhana,f
devashish,m
aagand,m
vahab,m
fahija,f
birmati,f
tamanna,f
najis,m
megraaj,m
raisingh,m
sourav,m
majoo,f
faizudeen,m
nashimuddin,m
shila,f
navin,m
krish,m
brijmohan,m
mithu,f
samvedna,f
kirshan,m
pavan,m
kamna,f
vikky,m
harpreet,f
bishan,m
tariq,m
rina,f
rajkumaree,f
ishan,m
gendi,f
alma,f
suhana,f
anarkali,f
ameer,m
parminder,m
taushif,m
vasim,m
deepvhand,m
bhart,m
sparsh,m
manku,m
kishmat,f
asfaq,m
bhagvati,f
ahamad,m
hanif,m
parinka,f
sneha,f
natu,f
aashis,m
sadik,m
sheensar,f
aatif,m
kasim,m
mamchand,m
ladi,f
dilsah,m
uda,m
divyansh,m
puspha,f
samya,f
ratnesh,m
nawal,m
visham,m
sukhsohan,m
piyush,m
jittender,m
manful,f
naval,m
rakki,f
rehaan,m
chtarpal,m
incee,f
meenat,f
salni,f
dakshina,m
dhruv,m
sauhal,m
ranita,f
hemanshu,m
kanki,f
omparkash,m
laldhari,m
paramjeet,f
maneesh,m
habib,m
harshita,f
sohail,m
fahira,f
kamaldeep,m
shibu,m
kokila,f
deyji,m
ashikeen,m
kawal,f
dharamvati,f
kant,m
gajender,m
nikkhar,f
gensingh,m
bimla,f
ishika,f
sarafat,m
devanand,m
mujmmil,m
sundar,m
samser,m
shahjad,m
marjina,f
sawana,f
bhuli,f
jagan,m
vakila,f
gurbachan,m
naulakh,m
kaluram,m
chhavi,f
ramsurat,m
narendera,m
maansingh,m
dya,m
neetu,m
daya,m
shabanm,f
zaid,m
kalawati,f
simren,f
sabeeha,f
sukul,m
pappy,f
rahi,f
banwari,m
farah,f
sosan,f
baita,f
deeraj,m
fatma,f
noorjahan,f
dipak,m
akhileshwer,m
harimohan,m
sawatri,f
maryana,f
amrik,f
cheddi,m
jyoti,m
leelu,m
munder,m
shumita,f
abhinay,m
sonal,f
angda,m
devli,f
amanjeet,f
haseen,m
rooshi,f
akthari,f
rozi,f
samar,m
partyush,m
beby,f
chtar,m
veena,f
gotiya,f
hukum,m
balaram,m
supyar,f
shaheen,f
niraj,f
arbaj,m
nizamuddin,m
subhi,f
salmaan,m
raseel,m
puskar,m
neelachal,f
lambhu,f
raisuddin,m
saniya,f
kanku,f
narander,m
chiddu,m
jareena,f
taitra,f
shriram,m
nandi,m
pram,m
begumpur,f
rijul,m
rinku,m
savir,m
rajdev,m
sushmita,f
jakh,m
bhupen,m
saroz,m
kashish,f
jaidul,m
amjad,m
krishana,f
sube,m
arshi,f
satnarayan,m
dhananjai,m
chunni,f
bismilla,f
amri,f
mahvish,f
kushumlata,f
michael,m
akash,f
rudhra,m
harry,f
sniya,f
nadeem,m
sirish,f
bhawani,m
mohsin,m
sofali,m
parmeshwari,f
simran,m
maj,m
guddiya,f
nayna,f
kamleshwar,m
neeshu,m
mantasha,f
khokan,m
jaibir,m
amandeep,f
sevak,m
sweeti,f
chitra,f
virendra,m
karamvir,m
mithilesh,f
abid,m
dhanjay,m
dharampal,m
dalchand,m
partibha,f
minakxi,f
neeraj,f
sazmin,f
dhodi,f
mathura,m
sanjiv,m
ashima,f
sukhbir,m
anoopama,f
pawni,f
deva,m
reenu,f
ravikant,m
mahkar,m
warish,m
avdhesh,m
saidas,m
khalil,m
badri,m
phool,m
nagender,m
sanjna,f
alijan,m
abhinwav,m
mumtaj,f
tarif,m
gulam,m
namita,f
jagjiwan,m
sarbjeet,m
soban,m
sonaki,f
salauddin,m
ramnihor,m
rup,m
susma,f
perkash,m
yoshoda,f
juli,f
radat,m
sonam,m
deepshikha,f
lilabai,f
goruav,m
babloo,m
radhadalal,f
hanuman,m
jomiya,f
gulabsa,f
bhan,m
shanjhan,f
rehana,f
riyazuddin,m
indal,m
murli,m
barti,f
tushar,m
kirorimal,m
abdullah,m
annju,f
dolly,f
tunda,m
sarkar,m
jahgeer,m
joohi,f
panchhi,m
hiramani,m
khajan,m
prabhatyashi,m
jaanu,m
rajmani,m
shaba,f
mantosh,m
priti,m
reema,f
mangala,f
hasrat,m
sukhmit,m
punni,f
akshita,f
naseem,m
kalish,m
vikarm,m
mobin,m
nanu,f
rabina,f
gomati,f
manu,m
novisha,f
unknown,m
manjit,m
lukkad,m
ramdin,m
uagantaxra,f
ramotar,m
parkash,m
aru,m
ladakunvar,f
bhalaram,m
piroj,f
rizwana,f
muntajar,m
rahul,f
nshima,f
kmla,f
vinit,f
udmai,m
bindvasini,f
faraheen,f
bagdai,f
rakhi,m
paka,f
prabhila,f
koslya,f
hem,f
malika,f
jaspal,m
shehnaz,f
hemuna,f
bipnesh,f
seeriya,f
basnti,f
braham,m
awdesh,m
keshar,m
rupi,f
guruvachan,m
shahnabaz,m
rakkibhul,m
shokat,m
kuparth,m
aabida,f
aaftab,m
tane,f
amarchand,m
jodhi,m
mitlesh,f
rebecca,f
ajima,f
parmeshwar,m
rainu,f
vinder,f
ziyabul,m
geetu,f
faraha,f
bhanu,f
sanjit,m
shanu,m
karnesh,m
himansu,m
sital,f
khairul,m
stephen,m
rame,m
banita,f
dalpat,m
amijan,f
hasan,m
mehfooj,f
gulnaaz,f
godambari,f
josin,m
rajkanwar,f
santra,f
vibhash,m
tripti,f
jugal,m
akbari,f
suraja,m
zile,m
iswar,m
priynka,f
sandee,m
bhavishy,m
ramdulari,f
dharmendera,m
sumirta,f
sivhani,f
fool,f
chote,m
ompati,f
smariti,f
sumalia,f
sangeet,f
fooljhnah,f
tarannum,f
sikander,m
alok,m
umma,f
shyoram,m
nisa,f
chndrakla,f
ragwender,m
ramanand,m
tej,m
sharshwati,f
kunda,m
chhabi,f
sudhama,f
joga,f
adhish,m
devki,m
kaleram,m
najim,m
tarawati,f
biwa,f
irfan,m
matul,f
dauji,m
taslima,f
kelama,f
ajim,m
geeta,m
birbal,m
vidya,m
ravena,f
jaspreet,m
jeeth,m
siraj,m
schin,m
shaturughyan,m
sunny,f
jayotli,f
gjender,m
omender,m
uttam,m
moinuddin,m
rahil,m
mamuna,f
munender,m
dhramender,m
sakhichander,m
sukh,m
ramkanya,f
supriyal,m
ayub,m
kalpana,f
tirath,m
rucksana,f
nazmuslam,m
lakhya,f
aishwarya,f
jamaal,m
ahupendra,m
pabitra,m
krishama,f
babbi,f
susheela,f
baccha,m
viney,m
naeem,m
momin,m
nasira,f
lali,m
aadish,m
kamni,f
nursa,f
devdhari,m
amarnath,m
suriti,f
ranpal,m
nijamuddin,m
bhagwan,f
ramdyal,m
devender,f
maina,f
kamran,m
saana,f
sivam,m
nutan,f
aarif,m
nooreen,f
shanta,f
husna,f
binani,m
sally,f
jagmal,m
sukmani,f
sehran,f
amart,m
sakuntla,f
ataullah,m
chumki,f
hasmi,f
ruppa,f
nijamudeen,m
prabhudayal,m
jawed,m
shadiya,f
surgayani,f
kosalya,f
hanish,m
nirja,f
ahmad,m
pukharam,m
ruvi,f
gyan,f
farhin,f
santna,f
kohinoor,m
shahna,f
naveela,f
annavi,f
paryanka,f
rinka,f
mula,m
shaving,f
monish,m
bangali,m
ramchandr,m
dataterya,m
devya,f
jagbir,m
satvida,f
nashim,m
nadim,m
ayasha,f
pardep,m
gulfasa,f
shreeniwas,m
anmol,m
khooshboo,f
rajeswary,f
narhasi,m
mustaq,m
sucheta,f
mishra,m
sulochna,f
saaniya,f
nazahat,f
udai,m
haju,f
aaradhana,f
durgawati,f
veerbhan,m
jaipal,m
murgesh,m
mahi,f
sera,f
neelima,f
udit,m
ramila,f
premature,f
alseepa,f
renuka,f
vimukt,m
kalam,m
snehlata,f
doodhnath,m
joy,m
rathan,m
damini,f
khushabu,f
himanshu,f
upasana,f
kabul,m
kitti,f
rajeena,f
raees,m
atiq,f
avdesh,m
akshat,m
nima,f
munna,f
bhakuni,f
hamida,f
rammurti,m
kalla,m
kirodimal,m
subash,m
jeesan,m
premi,f
phoolwanti,f
gugna,m
pinkoo,m
kisan,m
prabhakar,m
nasreen,f
jagdeep,m
parvinder,m
sinder,m
tauseek,m
jankidas,m
dhrambir,m
priyanshu,f
sarju,m
shahjadi,f
shivram,m
alfiya,f
raghunandan,m
kimmi,f
raminder,f
ajmer,m
pritam,m
asgar,m
vijay,f
sahawaj,f
dimple,f
tulsi,m
ranbir,m
janardam,m
rishaw,m
ashman,f
sakura,f
thakur,m
luv,m
farheen,f
anaro,f
kumari,m
archan,f
pannalal,m
premsingh,m
gurfaan,m
kailaki,f
aswin,m
ankaj,m
jhagdu,m
manorma,f
najda,f
balbiri,f
dhapu,f
kishna,f
tosheeb,m
shuman,f
rambir,m
nirmaljeet,m
damanjeet,m
afsana,f
mahindra,m
abhilasha,f
shripal,m
faisal,m
mohmmd,m
anu,f
narbir,m
suraiya,f
sitaram,m
rajrani,f
deep,f
jockyipai,m
banwarilal,m
khursid,m
sattaram,m
naveena,f
amarin,f
begum,f
faran,m
swaliya,f
rohthash,m
mangat,m
vipta,m
pargat,m
jagviri,f
radesyam,m
sunaina,m
babbli,f
samsher,m
sakal,m
pravesh,m
nosad,m
ikrar,m
san,f
rahim,m
fornta,f
dhanwanti,f
kalavati,f
chatan,m
dayavati,f
nehal,f
faimuddin,m
sohni,f
tania,f
susan,m
sehjamal,m
megh,m
gurudut,m
amita,f
janky,f
niwas,m
shahvaj,m
rimpy,f
aasma,f
dauad,m
naroo,m
gulesta,f
nannu,m
jenny,f
saista,f
kesavi,f
sarswati,f
udesh,m
faruk,f
mamuni,f
akil,m
muskuran,m
waheeda,f
vedprakash,m
saksham,m
bhuri,m
albaksha,m
rajeshwar,m
nootan,f
bashanti,f
faiz,m
parvesh,m
dal,m
urmila,m
devasish,m
bal,m
aashik,m
sabbo,f
majrula,f
alapna,f
sai,m
nazira,f
moshad,m
keshav,m
prafhool,m
aatikun,f
nahar,m
abhaysingh,m
harichand,m
chanab,f
satosh,f
vipiv,m
dharma,m
jahirul,f
mithu,m
punita,f
natasha,f
sivani,f
siya,m
kbeta,f
tunni,m
job,m
jeeren,f
neki,m
noornabi,m
rahimuddin,m
aashi,f
ashif,m
suhel,m
jagjeet,m
budhan,m
ish,m
nankesh,m
prempal,m
rukhsona,f
naresh,f
chhantu,m
anupama,f
gauravgil,m
sat,m
indresh,m
rohini,f
charu,f
najreen,f
jainab,f
mati,f
ladli,f
satyender,m
lakshay,m
anisha,f
bipin,m
jitendera,m
jayoti,f
oma,f
paratibha,m
hukma,m
mona,m
khairti,m
bijender,m
navi,m
adalat,m
saroja,f
kashish,m
badami,f
utpana,f
viren,f
jagtar,m
peena,f
bhuneshwar,m
prabhat,m
jarina,f
nasima,f
karamjeet,f
satbar,m
ramender,m
sapna,m
archna,m
tinki,f
kamli,f
mosim,m
ankita,f
pholwanti,f
kallo,f
pinki,m
harprasad,m
kushmita,f
abhishiek,m
jagdamba,m
ashsish,m
mosam,f
manjit,f
firoja,f
mojis,f
valentina,f
dinesh,f
kulwinder,m
simranjeet,m
ntasha,f
rasida,f
ikbal,m
dilkush,m
amreen,f
adesh,m
haliya,f
naulesh,m
sanjey,m
nawaz,m
khubhu,f
badrealam,m
pramjeet,m
sngeeta,f
sakil,m
pataso,f
jamir,m
sosari,f
sri,m
gulfan,m
narmda,f
shekhar,m
yadvir,m
harmit,f
ajra,f
kawa,m
sakchan,m
jayuti,f
rocky,m
chaturbhuj,m
farmaan,m
snjana,f
ompal,m
fakrudeen,m
sukhpal,m
fakiri,f
unkar,m
lekose,m
surekha,f
asrf,m
sabrina,f
poonam,m
deepnarayan,m
yognder,m
vikshi,f
reshami,f
sheelu,f
anno,f
mariam,f
rukhar,f
harishchandr,m
srisuraj,m
amrish,m
sarah,f
tanushri,f
subhas,m
gangabal,m
menakshi,f
yoginder,m
abrar,m
indraj,m
atta,f
himal,m
rambarose,m
khurshida,f
devindra,m
sandya,f
venkatswaran,m
suneta,f
rajibul,m
sayma,f
nikky,f
tripta,f
vanshika,f
sameem,m
kamreen,f
hury,f
rubbi,f
afrooj,f
hariram,m
pano,f
mitthun,m
kaushalya,f
bitto,m
mukhtar,m
durga,m
brajesh,f
premo,f
safila,f
lok,m
panku,f
jaishmin,f
tapsya,f
shankri,f
teja,f
rayish,m
philomina,f
shakar,m
sabnur,f
pabu,m
minka,f
sumender,m
sajia,f
aarushi,f
motolal,m
shailesh,m
prabhu,m
nagaji,m
madhu,m
farid,m
alok,f
satnam,m
sheru,m
irfhan,m
foolwati,f
mnoj,m
mahfooz,m
badan,m
neemi,f
juhi,f
shamima,f
reena,m
yasmeen,f
tanjima,f
pradep,m
mustkim,m
ushama,m
norti,f
mamini,f
sayja,f
ravindra,m
bhabhiya,f
jiya,m
gurcharan,m
gulafshan,f
khimanand,m
sabiya,f
jamadar,m
joty,f
satya,m
naina,m
sayna,f
anantram,m
sorab,m
unknown,f
sathya,m
pujadevi,f
satnam,f
shokesh,m
shaitan,m
sompal,m
navdeep,f
jarim,f
rakho,m
sajad,m
bharkah,f
sumemtra,f
karina,f
aakib,m
aamosh,m
veerpal,m
sapita,f
tilak,m
aamil,m
javedh,m
yasmin,m
jugani,f
jaydurga,f
chapma,f
harshdeep,m
anirudh,m
sanita,f
surinder,m
preti,f
chandracala,f
devki,f
manmeet,m
rahishudeen,m
tohir,m
wazir,m
uved,m
vansh,m
kesav,m
aaliya,f
nazir,m
kuwar,m
charanjeet,f
imamuddin,m
gajala,f
nilu,m
lakhraj,m
azim,m
pervez,m
subramani,f
kaifiya,f
goldi,m
jaynarayan,m
muksndi,m
sadique,m
tanisha,f
sam,m
girjesh,f
shiteel,f
shail,m
lakky,m
kastoori,f
jani,f
firdoesh,m
tasbiha,f
rubal,m
vimlesh,f
genda,f
armaan,m
ashra,f
nency,f
maanmati,f
shenaz,f
kalapana,f
ramdhin,m
lashma,f
alim,m
kanhiya,m
vinit,m
shetan,m
saruf,m
neelajan,m
ramkesh,m
shahruf,m
kristina,f
punnet,m
rakeeba,f
rishab,m
aastha,f
bharkha,f
vinayak,m
menadevi,f
gattu,f
kalicharan,m
deu,f
nausad,m
bhawan,m
ganeshi,f
avnit,m
used,m
diwan,m
vaid,m
muzim,m
roji,f
rimmi,f
vineta,f
bhudhi,m
ramjiyawan,m
kimat,m
kamjeet,f
kuldeel,m
vijender,m
hemleta,f
mushir,m
shish,m
rupali,f
aruna,f
safina,f
sartaj,m
jhaban,m
chandeshwar,m
khubi,m
sagrika,f
mujefir,m
manpreet,m
saira,f
grish,m
nesha,f
jasvindir,m
sahajha,f
chhaterwati,f
parveena,f
harib,m
amlesh,m
mehraj,m
mukiman,f
barjraj,m
jhuhi,f
bodh,m
nazirul,m
ikramudeen,m
rishma,f
shabi,f
bagwan,m
rimasha,f
jay,f
rasmi,f
ariba,f
devilal,m
satyaprakash,m
hifjul,m
disi,f
bantu,f
arindom,m
prsant,m
gyattri,f
saveroon,f
kushamvir,f
dishad,m
nabijan,m
phooli,f
dhananjay,m
zhini,f
aarti,m
lakhmi,f
sahbaj,m
shushree,f
mainka,f
nihal,m
yashwant,m
khusbhoo,f
pankajsheel,m
rajl,f
yamin,m
vashim,m
vidhya,f
kripya,f
arafaat,m
jairam,m
mithilesh,m
rinke,f
ramrati,f
bhagwana,m
foola,f
preyank,f
sardar,m
kusumlata,f
aslam,f
ashrabi,f
ramvir,m
arbaz,m
karishama,f
ajaypal,m
khalidur,m
foolmati,f
anusuiya,f
narinder,m
baljinder,m
ratmo,f
ghan,m
musrat,f
sagita,f
kangana,f
umashanker,m
meenaxi,f
na,m
hazara,f
mohan,f
ekata,f
zahid,m
hanny,m
shanwaj,m
fiza,f
baam,m
jatinder,f
gurmeet,m
laka,m
akansh,m
akhlish,m
ateek,m
ramvilash,m
shailender,m
sudeshwer,m
harinder,m
satwinder,f
munnu,m
gulfsal,f
rajwati,f
paramjit,f
gheesa,m
sujata,m
saku,f
shahin,f
kauva,m
same,m
prankur,m
tavraj,m
jitendra,f
alema,f
krisana,m
raishma,f
anjaly,f
aladeen,m
bhotra,m
malchand,m
joycee,f
goutam,m
manimegla,f
nain,m
shina,f
mazhar,m
kayum,m
manoj,f
dhaneswar,f
veerander,m
rangeeta,f
vishvnath,m
chitprit,m
sethi,m
sahista,f
shahnawaj,f
ugam,f
jagrti,f
nazia,f
rahisuddin,m
hazi,m
anadi,f
rajesh,f
dhiru,m
akhtar,m
saahin,f
nanagram,m
vinoda,m
mujaffar,m
kundin,m
hareshwar,m
fuli,f
riti,f
ravindera,m
disha,m
nasir,f
sangram,m
akhlesh,m
shahrukh,m
vijesh,m
awedhesh,m
suda,f
kaushar,f
mahtab,m
harvinder,m
milan,m
aarifun,f
nanhey,m
saifali,f
swata,f
sarad,m
heeralal,m
annpurna,f
nirwat,f
raisha,f
malkiat,m
sameem,f
ravish,m
foranti,f
hemani,f
justin,m
parvashi,f
adnan,m
samim,m
salinder,m
kalyan,m
premawati,f
rennu,f
deelip,m
bhanupriya,f
tausif,m
akram,f
sareen,f
meena,m
sukhdeep,f
khamchand,m
sahdev,m
irsad,f
babram,m
maniram,m
gyan,m
abhijeet,m
amil,m
nazim,m
shaina,f
bidur,m
hyatun,f
pitika,f
rampati,f
noomi,f
chunni,m
verendra,m
rajam,m
mahraj,m
anjali,m
kanchi,f
tarjan,m
tilakraj,m
samay,m
simabharti,f
kiriti,f
rencho,f
zeenat,f
parkash,f
urvashi,f
prinsh,m
baleshwari,f
balbeer,m
nazrana,f
sangeena,f
raja,f
sukhlal,m
indu,f
shabnur,f
alpej,m
sagira,f
guldasta,f
musarrat,f
sama,f
namen,f
nabi,m
chhabeel,m
pasanjeet,m
julekha,f
nikahat,f
neaha,f
kumail,m
meetu,f
mangla,f
sajju,m
manglesh,f
birender,m
akkash,m
omeshkumar,m
shahista,f
danista,f
shanawaz,f
vakil,m
liveri,m
hanumanram,m
sawariya,f
saleem,m
jigar,m
piryanka,f
pratiksha,f
jamil,m
binder,m
chand,f
kamesh,m
annat,m
murshida,f
surendar,m
sayda,f
munshi,m
mandothi,f
rajiya,f
fakir,m
tharu,m
arti,m
tarnum,f
hafsa,f
gaffar,m
aysha,f
asmat,f
sapan,m
rahila,f
tuka,m
manojkumar,m
trilochan,m
hamid,m
barakha,f
jasina,f
bhim,m
jamna,m
tufail,m
ramdev,m
geesa,m
phoolla,f
marium,f
lavtar,m
munesh,m
dariya,f
dolly,m
ramnath,m
sukhvinder,m
tarunnam,f
bajulal,m
deendyal,m
balvinder,m
taufik,m
sokat,m
nahid,m
sandeepa,f
ashim,m
jitander,m
jafruddin,m
kriti,f
aamina,f
jafrin,f
mousam,f
devideen,f
khushnudi,f
juber,f
budhi,m
sudhansu,m
krishn,m
shashank,m
bhopal,f
sourabh,m
peentu,m
asi,m
vishavkarma,f
machhala,f
navdeep,m
jahoor,m
neraj,f
teerath,m
klash,m
faijina,f
sahbuddin,m
nasar,m
daman,m
soyam,m
pallu,m
basanta,f
ganeshi,m
bhagirath,m
chhagan,m
kawaljeet,m
javitri,f
bhusan,m
agyapad,m
laxami,f
chandrram,m
chosh,m
gya,m
omveer,m
nandini,f
mamraj,m
rukshan,m
mithun,m
sadhana,f
yukilal,f
maadhuri,f
shubhan,m
faijal,m
bitona,f
jaspreet,f
nibha,f
tapish,m
hardev,m
hansa,f
parash,m
masoom,m
gulfara,f
jism,m
manjiv,m
simpi,f
nimat,m
aashu,f
kmles,m
sahistha,f
savan,m
haseena,f
noore,m
gurmit,f
zameer,m
sariq,m
lekhram,m
shkil,m
dwarka,m
chhotu,m
sakeena,f
surender,f
pratap,m
motilal,m
chinki,f
mod,m
chura,m
pushpan,f
elwin,m
nida,f
shishram,m
chandki,m
gulista,f
jainab,m
priyaka,f
mammta,f
shkuntala,f
ratneshwar,m
neema,f
rakha,f
sahrik,m
rudra,m
taki,f
badarjahan,f
moham,m
sehnaj,f
randhir,m
prabhu,f
jharna,f
riyaz,m
safali,f
shahnaj,f
kooki,f
samsad,f
taramati,f
abash,m
rohtash,m
barsa,f
angreg,m
iqubal,m
shetal,f
koyali,f
kiniya,f
sriniwash,m
pusgpender,m
hasibul,m
ujjair,m
daljit,f
sahabbudin,m
sanjeev,f
jasvir,f
rajo,m
dharamveer,m
vandna,m
prwem,f
koushik,m
denesh,m
mohanlal,m
sidhant,m
shallu,f
subhiya,f
ramsewak,m
bhramanand,m
sonia,m
laliya,m
noori,f
redhema,m
vishu,m
shano,f
irshrat,f
kela,f
sooraj,m
tassadul,m
deepender,m
sugandb,f
divaie,m
samima,f
kanak,f
vandita,f
jagdeesh,m
rajo,f
hukamchand,m
saridevi,f
jubaira,f
daksh,m
mohhmad,m
moshin,m
jyoty,f
sushail,m
indta,f
subjeet,m
nanu,m
lakhua,m
ramsagar,m
jamshed,m
dibakar,m
amar,f
arifa,f
swadhin,m
chatar,m
dayawati,f
hanshraj,m
shidharth,m
shekh,f
ruanbza,f
aajiv,m
yespal,m
hani,m
shabreen,f
varsha,m
druga,m
salahuddin,m
akshpaat,m
mahendar,m
rafeddin,m
savrin,f
rajkumarm,m
pratima,f
motilaal,m
azhar,m
jitu,m
bhuralal,m
shaid,m
nurjaha,f
chanderkali,f
akhtari,f
mrityunjay,m
triveni,f
swati,m
mali,m
koilu,f
joshna,f
mahbir,m
gursimaran,m
sarfaraj,m
gagan,m
imrana,f
samina,f
aafreen,f
meeta,f
kaushal,f
vyelet,f
bhrkat,m
paul,m
himansi,f
mikel,m
kashum,f
moolchand,m
selva,m
sudesh,m
wajuddin,m
sammiuddin,m
karmbir,m
kurban,m
rachpreet,f
shashi,m
haji,m
imaman,f
bhudevi,f
sahkir,m
avtar,m
darshna,f
manish,f
ikara,f
ganesi,f
shailja,f
nisar,m
tabbwum,f
bahart,m
farku,m
maan,f
arfan,m
durgabai,f
dolat,f
madanlal,m
momena,f
palak,f
sahira,f
nitish,m
sandna,f
aktab,m
nadaim,m
mamu,m
manti,f
jony,m
rambharos,m
vidha,f
taravaati,f
sansaar,m
selars,f
sidharath,m
jaskaran,m
syamsunder,m
prasanta,f
shayma,f
arham,m
anshiya,f
vitan,m
sohib,m
mata,m
kunti,f
moin,m
patasi,f
heera,f
upendra,m
kaleem,m
kalwati,f
saloni,f
banty,m
ramhetu,m
chanpa,f
eldro,m
chanchal,m
sukesh,m
adisan,m
shokar,m
chhedilal,m
munsi,m
meeramai,f
najrin,m
mhendar,m
gurjit,m
mehib,m
anjila,f
nanki,f
asha,m
rampati,m
sashi,m
manbharbai,f
iqram,m
chandu,m
forshan,m
najre,m
chela,m
abhinandan,m
apsana,f
lalan,m
chinu,m
sita,m
parvin,f
aarju,f
shakuna,f
paramjit,m
prakul,m
amrika,m
jankraj,m
shailash,m
aamna,f
versha,m
kosylaya,f
puneeta,f
spna,f
peer,m
shanno,f
jamila,f
aavesh,m
ramjanam,m
manak,m
opendar,m
kachri,f
lakhu,m
karima,f
jagpati,m
faaija,f
umanath,m
mandvi,f
nusrat,f
indervesh,m
gantantra,m
vidit,m
yaswani,m
liladevi,f
akhil,m
sainky,m
katwa,m
lilaram,m
farzana,f
kusham,f
shamshudin,m
jishan,m
shadhna,f
mohmmad,m
bhatari,f
sitender,m
sirajuddin,m
harishankar,m
ajmeri,f
edris,m
azaruddin,m
laltia,f
asharam,m
allauddin,m
premla,f
santi,f
sujen,m
sukjveer,m
budh,m
ghanshayam,m
akhlaq,m
chetna,m
gajla,f
juneb,f
tulsha,f
beragi,m
tavvasum,f
mahabir,m
shoab,m
mohanram,m
sanu,m
chama,f
somprakash,m
virpal,m
kamala,m
farvej,m
shun,f
rajider,m
omperkash,m
mangol,m
mintu,m
rajkarnta,f
midhana,f
meharban,m
rupinder,m
sanoj,m
sunali,f
manjoo,f
mithelash,m
sawitri,f
kausar,m
layman,m
aarif,f
gulreg,m
raksha,f
gulpacha,f
kadu,f
parnav,m
juhi,m
reshama,f
bijander,m
chintu,m
shanker,m
bhajan,m
samundri,f
karmi,f
umedi,f
ajara,f
navnit,m
laxita,f
dilawar,m
krishan,f
nilesh,f
pinku,m
shavani,f
bhag,m
sahjadi,f
injmam,m
chiranjavi,m
nosar,f
rajdulari,f
amuchla,m
madharam,m
afsar,m
supiriya,f
aklim,m
dayji,f
sahajad,m
pakhali,f
beekar,m
atu,m
vijeta,f
jaykumar,m
nipam,f
jamna,f
memraj,m
vishakha,f
sanjoh,f
muhmad,m
saalu,f
kaamini,f
sahil,f
maksood,m
tasleem,f
bacche,m
rahish,m
dushyant,m
phul,f
garupal,m
noshad,m
anchhi,f
ramvati,f
lilaki,f
gandhi,m
bhagirathi,f
ronak,m
beni,f
sukhpreeet,f
sajda,f
golden,f
bhgavti,f
istyak,m
suhsmita,f
lakhsmi,f
pachuram,m
yunus,m
mani,m
prakesh,m
shaukat,m
dumnik,m
meera,m
sanna,f
sazya,f
shrabani,f
anjal,f
bhavna,f
kesnata,f
sarfraj,m
rubey,f
nischaya,m
amreek,m
parathvi,m
kalpesh,m
devendr,m
ashak,m
vishnu,f
nandu,f
shikha,m
shahdab,m
zaheer,m
aanya,f
indera,f
harvans,m
manmohan,m
yadram,m
dord,m
vikramjeet,m
salu,f
sharinimle,f
deepanti,f
janta,m
satrohan,m
phol,f
ombeer,m
shivani,m
lave,m
inderjeet,f
gur,m
murari,m
raghav,m
sushela,f
javuneesha,f
jhanjhariya,f
spana,f
neeti,f
najmin,f
omparkesh,m
jayanti,f
anus,m
saima,f
shanty,f
shabbo,f
vinos,m
fareeda,f
baidnath,m
jisu,m
papudi,f
shanvaj,m
pravin,m
kamrulnisha,f
perveen,m
rambhul,m
maman,m
altaf,m
rupen,m
ramdas,m
bachu,m
konti,f
mahnatha,m
sahlesh,m
bhagwani,f
rupa,m
sudan,m
sarwan,m
ragib,m
radhyshyam,m
dhanpat,m
chran,m
reshmi,f
karansingh,m
kali,m
shukla,f
chandesh,m
rinkal,m
iema,f
rumal,f
upasna,f
islam,m
prema,f
ishwari,m
gulfam,m
vinaysingh,m
vicakha,f
rambabu,m
ilma,f
jayada,f
vimlesh,m
guljar,m
ramdhani,f
bhudev,m
tej,f
nahida,f
natthu,m
mubshshira,f
naseema,f
aakar,m
goldan,f
rinki,m
