name,gender
shakashi,f
useel,m
sahwaj,m
harshmeet,m
brijnandan,m
shoaib,m
tamu,m
yunishs,m
bobi,f
mjudi,f
ballu,m
beeti,f
makhan,m
suresh,f
pushapa,f
rambrij,m
vishwjeet,m
kisori,m
susri,f
islamudin,m
jotyi,f
tapas,m
amrit,f
patav,m
jalma,f
alita,f
neharika,f
kanhaya,m
priju,m
amarvesh,m
vaishali,m
wilkish,f
monty,m
mahrul,f
jewa,f
inda,f
umda,f
majunew,m
manvi,f
sridwrikaprasad,m
twinkle,f
omprkash,m
tasveeran,f
mushkan,f
vijayanta,f
samsida,f
reenu,m
yogeshwari,f
not,m
momita,f
panchoo,f
hisamuddin,m
gulshtab,f
kudtusu,m
asarfi,m
kishansingh,m
ayushi,f
bironica,f
yaqub,m
whied,m
manphool,m
moharan,f
palvi,f
rituraj,m
dhurav,m
gudya,f
tajmaha,f
marzina,f
prabhjot,f
rajiq,m
nazibuneesha,f
cosmic,f
gulbhar,m
nenshi,f
bhajanlal,m
fulo,f
aasto,m
mehvish,f
anikt,m
rajish,m
iqrar,f
bhonu,m
milkhi,m
prami,m
rakhee,f
partul,m
pragati,f
almas,m
anoj,m
nanhu,m
dayal,m
deba,m
rashma,f
tajuddin,m
long,f
kaladevi,f
maalti,f
sahnaj,m
rantesh,m
nenhe,m
kalap,m
shakeeb,m
uganta,f
samiya,f
aravind,m
bhanvar,m
prabhatilal,m
bhasker,m
vinothini,f
yaqoob,m
husiya,f
ronak,f
sosri,f
suchi,f
deepaak,m
dharmandra,m
ramjas,f
kulli,m
rashni,f
nayana,f
taseem,f
mudssir,m
preet,m
ashan,m
hashim,m
sahnaz,f
priyansu,m
kokil,m
anshita,f
amber,m
satnosh,m
khumlo,f
shamina,f
bhulaee,m
ujjawal,m
mosmi,f
samadhan,m
vilram,m
almina,f
inderpaal,m
yusuf,m
mariya,f
hazari,m
hritik,m
mager,m
jhuma,f
jolly,f
kuwarjeet,m
dipansu,m
shoyab,m
menka,f
binu,f
nanhi,f
sugodh,m
shelly,f
tameezuddin,m
vanish,m
gurmel,f
pritika,f
daveena,f
adersen,m
munnakumar,m
bittan,m
dilvar,m
sakcham,m
jite,m
birpal,m
nandram,m
sarmeela,f
ratwari,m
sadiq,m
omi,m
fazulla,m
nashima,f
daulat,f
zishan,m
surendera,m
hazu,f
samiron,f
lav,m
dhmendar,m
chanda,m
ruka,f
manit,m
gordhanlal,m
dhrampal,m
baleshwer,m
shveta,f
sehbaj,m
bhiva,m
meghu,m
ketan,m
neesha,f
dhrama,f
biraj,m
gagandeep,m
kashiv,m
mohinuddin,m
aditi,f
babbu,m
bandani,f
afarin,f
gufran,m
parkesh,m
urendra,m
vandhna,f
kavit,f
pramjot,m
afreen,f
mangubai,f
badrunisha,f
shyani,f
alish,f
jasveen,m
veeru,f
zamile,m
ramniwasj,m
nirjala,f
pransis,m
bachan,m
tapsyum,f
anuraj,m
samayddin,m
hoti,m
khetra,m
lal,f
galiya,m
rahis,m
chotan,m
shaubha,m
rahnuma,f
alam,m
jamee,f
bigan,f
jon,m
saurab,m
salima,f
kulli,f
pravindra,m
vashanavi,f
nandu,m
bobbi,m
binda,f
meethu,f
sahar,f
lakhi,m
shekher,m
dulal,m
mairy,f
terence,m
beeram,m
saket,m
marshilah,f
amarendra,m
najis,f
shyan,m
sinta,m
iqra,f
amkit,m
kushmi,f
sawarmal,m
imam,m
kaushaliya,f
ilema,f
jhagdoo,m
shelender,m
taleem,m
ramtek,m
dhrmveer,m
seva,f
fuljhadi,f
shil,m
mousin,m
narain,m
chancal,f
gargi,f
veepal,m
harwindra,m
kosar,f
mamoita,f
asfak,m
shokraji,f
smarti,f
kalashi,f
faroj,m
vidyawati,f
sarojini,f
yinita,f
dilbar,m
mohini,m
chandrashekhar,m
chhabil,m
aashiq,m
sahina,f
vinna,f
niti,f
darkash,f
afsha,f
moshri,f
alamin,m
udita,f
sukenta,f
amarawati,f
adrash,m
dharvesh,m
mukaram,m
aansi,f
prashanat,m
sugar,m
bhabhav,m
sanno,f
dirgaj,m
hitlar,m
siyaram,m
yasib,m
satynarayan,m
somdevi,f
sehnaz,f
fida,m
aatir,m
yograj,m
nej,m
tuba,f
pandit,m
jayantadass,m
allabaksh,m
husain,m
naitik,m
chandabai,f
jhumki,f
sanjida,f
muntjar,m
mahbub,m
lushi,f
ran,m
junna,m
bakhtvaar,f
madho,m
tolaram,m
jeete,m
panchi,m
jeetram,m
itvarya,f
sarwitavm,f
bhala,m
baleshwar,m
sahrul,f
sajruddin,m
sarsawati,f
moka,f
pyar,m
sohanlal,m
gopesh,m
kehkasha,f
akeel,m
manisa,f
meenaz,m
firasat,m
sarangthem,f
kabid,m
dixya,f
sila,f
sarip,m
nazama,f
miraz,m
amari,f
bupal,m
murjina,f
akhatari,f
nana,f
vesali,f
somesh,m
tufel,m
sarbash,m
nigar,f
anupam,f
masheen,m
pawna,m
mangu,m
indernath,m
rubo,f
la,m
jaswinder,f
rasul,m
sukkhu,m
lukman,m
durgpal,m
keshave,m
vichitra,m
garv,m
jetender,m
dhalchand,m
tulshi,m
ruckmani,f
maigo,f
lavish,m
namra,f
tabbsum,f
sabila,f
parteek,m
bahrat,m
shivlal,m
chinku,m
kushumavati,f
shanbhu,m
premkanta,f
merry,f
saranjeet,m
rupak,m
ghantoli,m
viplo,m
mnyak,m
binnu,f
siwam,m
santok,f
satu,m
pear,f
ghaseeta,m
jina,f
gurlal,m
lajjavati,f
rajit,m
zafar,m
binnu,m
muskaan,f
babul,m
punkaj,m
garsh,m
yamuna,f
shushila,f
aanik,f
dabu,m
sarshwati,f
sumentra,f
sashikala,f
tripurari,m
shela,f
sayyub,m
sintu,m
sulender,m
susant,m
babudden,m
jit,m
ovaish,m
sushmendra,m
rajendr,m
shib,m
najar,m
bhim,f
kabal,m
pragti,f
sohi,f
dipa,f
barkat,m
umlesh,m
nooralam,m
ladidavi,f
dila,f
gruchran,m
papuu,m
sarjaha,f
sidhrath,m
dipendra,m
anayatha,f
shayana,f
ranjnika,f
mehru,f
sahi,m
farjanul,f
sabi,m
jagnath,m
chappla,f
ezaz,m
anshul,f
mithi,f
firida,f
dolley,f
arshla,f
usmani,f
ragina,f
saddham,m
wiresh,m
bhajandeep,m
lilima,f
chandreshwar,m
rima,m
parem,f
shifali,f
saka,f
amna,f
lalidavi,f
faiyaaz,m
shashibala,f
patric,m
keshav,f
bishana,m
narbda,f
purnmal,m
felicia,f
mahud,m
kamlajeet,f
piuesh,m
miraz,f
natha,m
silpa,f
naryani,f
shsi,m
sartaj,f
gurjeet,m
vindeshver,m
charanjeet,m
saveta,f
vedehi,f
honey,f
sehdev,m
rampal,f
siwani,f
bhaggo,f
hadarali,m
gulafsha,f
sadabkhura,m
shadna,f
ramswrup,m
indrvati,f
haliya,m
arpna,f
nikita,m
nayamati,f
latesh,m
champa,m
kawita,f
manbai,f
teekam,m
dhansinghpuri,m
sehnawaj,m
trijugi,m
bawan,m
fulki,f
foranta,f
bishnu,f
ankus,m
srimati,f
shahabuddin,m
gokul,m
saanu,f
kamana,f
jhoti,f
sharadhha,f
aatam,m
rashika,f
aashia,f
parbhudayal,m
baliram,m
patan,m
pushpender,f
handu,m
geetika,f
ishu,f
esrail,m
haseem,m
divakar,m
dil,m
meela,f
dara,m
pervinder,m
shivcharan,m
kaim,m
anvar,m
khushbari,f
jadu,m
jamrujaha,f
mhoomad,m
bhojpal,m
lilavati,f
kesri,m
sehin,m
najira,f
mushrraf,m
ruben,m
armita,f
ujama,f
shlender,m
nitu,m
badru,f
khush,f
avneet,f
nameeta,f
sharwan,m
aksha,f
shankarbhaya,f
nishu,m
vasiya,f
tipu,f
sanand,m
sobit,m
shadik,m
jaiprakash,m
pramood,m
angoori,f
dipanshi,f
swapam,m
raunaf,f
sna,f
mallo,f
kunj,m
naajim,m
ritunjay,m
sahanaj,f
ramulu,m
rozina,f
noreen,f
tapsam,f
rehman,m
dowlat,m
ansu,m
raspal,m
hena,f
salmakhatun,f
lamani,m
areen,f
sugandha,f
jeenat,m
dibya,f
badi,f
ramwatar,m
veejita,f
morki,f
robi,f
dukhi,m
sukhbir,f
rohil,m
rvindra,m
ridhakaran,m
satyadev,m
brinda,f
shahir,m
ranipal,f
nayaka,f
asmita,f
farjand,m
netrapal,m
duni,m
kushi,f
uganti,f
birma,m
santu,f
sema,f
jayda,f
asrani,f
shulal,m
siwani,m
kalayan,m
nikhleshwar,m
bhhatu,m
mukhtyar,f
ladu,f
kumud,f
warmati,m
araslan,m
brijshwaer,m
ramjanki,f
mustkeen,m
jabbar,m
tikaram,m
sukhbeer,m
swaranjeet,f
ansu,f
mayak,m
nakul,m
chaterpal,m
babupuri,m
sumesh,m
rajjoo,f
sahjad,m
bhanumati,f
satwander,f
shabbi,f
aaqif,m
sumanlta,f
sagit,f
sanam,f
teenu,m
ravinath,m
dabbu,m
shahera,f
minder,m
veenita,f
himanshee,f
kumarage,f
nirvat,f
anamkhan,f
rishu,f
sheish,m
fazil,m
jitin,m
feru,m
bheema,m
dolo,f
senthia,f
faijan,m
bhup,m
phoolmani,f
afrina,f
revakshi,f
subani,f
pitar,m
gani,m
noori,m
khasti,f
aazadi,f
saahil,m
keshanti,f
tohid,m
suma,f
milka,f
velaram,m
shahnam,f
sabana,m
laxmeena,f
dropati,f
manjar,m
gaffur,m
saimun,f
kirpa,f
parmjeet,m
tiwnkal,f
raghubeer,m
javade,f
hemraj,f
tosif,m
noora,m
shohan,m
nazmin,f
jaivanti,f
lateef,m
dalima,f
sahdab,m
pera,m
girja,f
avastha,f
nafees,m
janwi,m
nesha,m
kistur,m
sattu,f
hasmita,f
busra,f
shvani,f
rabhida,f
sundari,f
kismat,f
alikhan,m
sangita,m
fahad,m
ishrana,f
zuveb,m
siza,f
dheerendra,m
rupam,f
kazal,f
pavitra,f
kishan,f
ratneswar,m
virwanti,f
mohak,m
sona,m
mudsay,f
shakeela,f
jamnaa,f
shreee,m
harnam,m
ameera,f
sumoranjam,m
bhavisaya,m
naval,f
shahzadi,f
sajma,f
sushama,f
simmy,f
emran,m
bholaram,m
budho,f
vude,m
ikramuddin,m
manormapal,f
santara,f
tabwsum,f
sukh,f
taranjeet,f
gul,m
maan,m
kumresh,m
shashid,m
vikjay,m
udham,m
chanderkanta,f
gappu,m
noman,m
janam,f
bundhu,m
kaarti,f
bilkis,f
aashif,m
sablu,m
father,f
